chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
4	73860001	73900000	4	73150001	73900000	750000	40000	8.41929125016747	96.0%	0.049	2.647304435924528
4	110900001	110970000	4	110900001	111520000	620000	70000	9.458680446721717	96.0%	0.041999999999999996	2.1441199973507667
4	89440001	89480000	4	89440001	89960000	520000	40000	12.332952035469123	99.0%	0.0635	1.4298886056504574
4	95480001	95530000	4	95210001	95530000	320000	50000	20.932069061369997	98.0%	0.051500000000000004	1.0737309441828953
4	15460001	15500000	4	15460001	16010000	550000	40000	9.78765158091329	95.0%	0.097	0.9998273323459126
4	140630001	140670000	4	140630001	141280000	650000	40000	11.140590925394026	97.0%	0.098	0.6537667848913765
4	184150001	184200000	4	183830001	184200000	370000	50000	16.90360443401724	97.0%	0.096	0.5384783085166954
4	170380001	170410000	4	169870001	170410000	540000	30000	11.87017786555406	99.0%	0.08399999999999999	0.47909312083791694
4	122640001	122690000	4	122370001	122690000	320000	50000	13.65191676631349	99.0%	0.0975	0.20106924001341459
4	75190001	75260000	4	75190001	75590000	400000	70000	15.475631055314839	97.0%	0.063	-3.22707847897248
4	1330001	1390000	4	1330001	1660000	330000	60000	23.961967917104577	99.0%	0.034	-4.155068973919585
