chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
14	24500001	24800000	14	21300001	24800000	3500000	300000	71.66949107343208	95.0%	0.767249498997996	-3.151600617744727
14	20100001	20250000	14	20100001	26150000	6050000	150000	37.02227880174586	95.0%	0.6983967935871743	-4.4181496626851935
14	22000001	22200000	14	22000001	27650000	5650000	200000	37.31931704450022	95.0%	0.693	-2.6627642889095307
14	29200001	29450000	14	25600001	29450000	3850000	250000	39.410804830891706	95.0%	0.956	-4.733761464076034
14	32450001	32700000	14	32450001	34600000	2150000	250000	80.7376252061941	95.0%	0.7344689378757515	-2.6059230747699162
14	34700001	34950000	14	34700001	37350000	2650000	250000	55.851383440626066	95.0%	0.87374749498998	-2.401695336231712
14	30000001	30350000	14	25600001	30350000	4750000	350000	40.144403489866825	95.0%	0.816	-6.004937765731366
14	39750001	40000000	14	35150001	40000000	4850000	250000	35.74333836751047	95.0%	0.629	-1.872872817898386
14	27450001	27650000	14	27450001	30500000	3050000	200000	63.22082711499518	95.0%	0.604	-3.493605193524982
14	30450001	30650000	14	25650001	30650000	5000000	200000	44.153179933794206	95.0%	0.6983967935871744	-6.366461393034535
14	30700001	30900000	14	25050001	30900000	5850000	200000	36.45814530262874	95.0%	0.8156312625250501	-7.102538273052284
14	30950001	31100000	14	25050001	31100000	6050000	150000	29.67900705397469	95.0%	0.811	-5.494710173842778
14	35900001	36200000	14	30100001	36200000	6100000	300000	36.72462316172805	95.0%	0.625751503006012	-3.677943727233482
14	36250001	36450000	14	30100001	36450000	6350000	200000	26.759867135490513	95.0%	0.777	-4.372666420281101
14	34350001	34650000	14	34350001	36850000	2500000	300000	69.40694787893658	95.0%	0.5765	-2.015858223046434
14	49000001	49300000	14	40050001	49300000	9250000	300000	25.363227547301946	95.0%	0.779559118236473	-12.531121028440635
14	47850001	48050000	14	40950001	48050000	7100000	200000	27.13040523998975	95.0%	0.8128106212424849	-6.582357324817058
14	48600001	48900000	14	44400001	48900000	4500000	300000	42.04000467822395	95.0%	0.7372404809619238	-5.980243426911539
14	53150001	53350000	14	50250001	53350000	3100000	200000	56.11544491409533	95.0%	0.8125	-2.8231996966232518
14	37550001	37900000	14	35250001	37900000	2650000	350000	68.38192477018838	95.0%	0.7344689378757515	-2.421666473111261
14	49700001	49900000	14	35050001	49900000	14850000	200000	15.824330103483183	95.0%	0.8136272545090181	-9.290007704661164
14	36200001	36400000	14	36200001	40950000	4750000	200000	35.11768774860736	95.0%	0.7424849699398798	-2.4411049860677987
14	39650001	39850000	14	39650001	49650000	10000000	200000	19.30473809267569	95.0%	0.6508016032064128	-4.746548162927383
14	49900001	50250000	14	49900001	55650000	5750000	350000	30.54132607652196	95.0%	0.692	-1.9306769080718846
14	59600001	59850000	14	54800001	59850000	5050000	250000	37.10695902362157	95.0%	0.7264529058116233	-2.1884596281756394
14	61800001	62150000	14	61800001	64900000	3100000	350000	66.8852475019018	95.0%	0.627254509018036	-3.784830145289184
14	60750001	60950000	14	57050001	60950000	3900000	200000	40.67927339257857	95.0%	0.7565	-2.1334561723679712
14	62300001	62600000	14	55450001	62600000	7150000	300000	27.290092847884676	95.0%	0.659	-2.127051258030192
14	56200001	56350000	14	56200001	58750000	2550000	150000	82.95649405637727	95.0%	0.8296593186372746	-6.033708215969235
14	56550001	56900000	14	56550001	60850000	4300000	350000	42.75649568488876	95.0%	0.7620240480961924	-2.01449429381893
14	58600001	58850000	14	58600001	63350000	4750000	250000	37.08428564017277	95.0%	0.776	-2.0772061197861116
14	64850001	65050000	14	64850001	68200000	3350000	200000	52.36111623422653	95.0%	0.7745490981963928	-1.2536718382335612
14	78700001	78850000	14	78700001	80900000	2200000	150000	71.39509453919436	95.0%	0.717434869739479	-1.6723843374092617
14	69950001	70100000	14	67850001	70100000	2250000	150000	64.40813124669285	95.0%	0.915	-2.3600847229162576
14	77950001	78150000	14	73200001	78150000	4950000	200000	38.07760402679237	95.0%	0.6202404809619239	-1.4285432912787812
14	76900001	77150000	14	76900001	79200000	2300000	250000	80.24822613646049	95.0%	0.7567555110220441	-1.1971648525450542
14	78100001	78350000	14	78100001	81900000	3800000	250000	44.48513106795774	95.0%	0.7835671342685371	-1.8474177738670117
14	80550001	80750000	14	80550001	88000000	7450000	200000	25.357512230176944	95.0%	0.708	-2.9909921078851727
14	83550001	83750000	14	83550001	88150000	4600000	200000	43.574411279473914	95.0%	0.9754779559118236	-15.88020468009981
14	79200001	79450000	14	76850001	79450000	2600000	250000	50.08275498132079	95.0%	0.839	-1.687805818674849
14	88450001	88750000	14	78450001	88750000	10300000	300000	19.46987524263952	95.0%	0.7374749498997996	-5.27122006329806
14	81400001	81600000	14	81400001	89400000	8000000	200000	20.373687102750594	95.0%	0.6087174348697395	-1.9494555306221482
14	91900001	92050000	14	88500001	92050000	3550000	150000	43.47154795953545	95.0%	0.811623246492986	-2.720239643656589
14	94600001	94850000	14	87550001	94850000	7300000	250000	26.426696099080356	95.0%	0.6626593186372746	-2.372193789984983
14	97050001	97350000	14	87550001	97350000	9800000	300000	20.0034926974069	95.0%	0.7317324649298598	-3.9624002324500425
14	99650001	99850000	14	86750001	99850000	13100000	200000	19.797738787652975	95.0%	0.8278266533066132	-8.983227461127473
14	90350001	90600000	14	90350001	100550000	10200000	250000	19.551969380211606	95.0%	0.6961953907815631	-2.3515070334269117
14	89650001	89950000	14	89650001	91850000	2200000	300000	95.33711388699054	95.0%	0.655310621242485	-3.7371458431763047
14	90000001	90350000	14	90000001	93700000	3700000	350000	46.34310086786426	95.0%	0.7845691382765531	-1.9213435764119535
14	91850001	92050000	14	91850001	100750000	8900000	200000	22.932499167282	95.0%	0.7690380761523046	-3.32509192195073
14	94700001	94950000	14	94700001	99550000	4850000	250000	41.995698626054	95.0%	0.7144288577154309	-2.379996258005583
14	102450001	102700000	14	100900001	102700000	1800000	250000	117.72303314840136	95.0%	0.8503507014028056	-2.331527069299808
14	104200001	104450000	14	102300001	104450000	2150000	250000	99.74761589163535	95.0%	0.796	-1.7878069502231302
14	103550001	103850000	14	103550001	105850000	2300000	300000	103.27961313480432	95.0%	0.8408376753507014	-1.2764701389568962
14	102800001	103000000	14	100050001	103000000	2950000	200000	69.86456232975341	95.0%	0.709	-1.8719155233024065
14	100650001	100900000	14	100650001	106000000	5350000	250000	43.73643494683008	95.0%	0.6372745490981964	-3.551809869493292
14	21600001	21950000	14	21600001	24350000	2750000	350000	85.81079166644258	96.0%	0.7234468937875751	-2.3521507534470047
14	31650001	31900000	14	31650001	34900000	3250000	250000	56.840898092716806	96.0%	0.9739478957915831	-5.829464853208402
14	21150001	21400000	14	19400001	21400000	2000000	250000	131.22209939676648	96.0%	0.841	-2.756805229567447
14	24950001	25150000	14	24950001	27350000	2400000	200000	76.54898368976764	96.0%	0.907314629258517	-2.6851275982251432
14	21350001	21550000	14	21350001	24150000	2800000	200000	72.8574279191563	96.0%	0.7895791583166333	-1.5002726316108965
14	24050001	24400000	14	24050001	26400000	2350000	350000	98.87399748003591	96.0%	0.42384769539078154	-1.3832307193708038
14	30800001	30950000	14	30800001	33900000	3100000	150000	47.47785300496676	96.0%	0.7054108216432866	-1.4762709467777122
14	25650001	25850000	14	25650001	29000000	3350000	200000	56.59666474613237	96.0%	0.7615230460921844	-1.9802511400906984
14	31400001	31600000	14	31400001	35800000	4400000	200000	49.08735037671102	96.0%	0.7697585170340682	-3.869190842902464
14	38000001	38350000	14	35700001	38350000	2650000	350000	70.76219366491196	96.0%	0.4408817635270541	-1.0981008653782653
14	45050001	45300000	14	40050001	45300000	5250000	250000	42.57722908616246	96.0%	0.4749498997995992	-4.808128947106345
14	46650001	46800000	14	46650001	48800000	2150000	150000	67.64322988099565	96.0%	0.8276553106212425	-1.5698070402211974
14	39450001	39600000	14	36550001	39600000	3050000	150000	57.52234160950706	96.0%	0.885	-3.9491224503287325
14	44500001	44700000	14	40150001	44700000	4550000	200000	42.58541111931246	96.0%	0.8346693386773547	-8.798062027551193
14	45700001	45950000	14	42800001	45950000	3150000	250000	42.821219841011064	96.0%	0.6132264529058116	-2.426649401553984
14	50700001	51000000	14	50700001	52200000	1500000	300000	137.60351262262813	96.0%	0.8867735470941884	-2.0631116066678534
14	49450001	49650000	14	40650001	49650000	9000000	200000	26.604036071639715	96.0%	0.7377334669338678	-10.565574531978724
14	35900001	36150000	14	35900001	39600000	3700000	250000	49.894964903112005	96.0%	0.4909689378757515	-0.6404770402474377
14	46350001	46650000	14	46350001	48800000	2450000	300000	66.53897105258686	96.0%	0.7635270541082164	-2.497424280299054
14	49900001	50100000	14	40150001	50100000	9950000	200000	18.511075341340014	96.0%	0.824	-6.0163420455903305
14	51300001	51500000	14	51300001	54250000	2950000	200000	64.883609106879	96.0%	0.7895791583166333	-3.1607797254481906
14	55500001	55700000	14	50900001	55700000	4800000	200000	39.218782946814265	96.0%	0.7995000000000001	-2.150921694609494
14	63550001	63750000	14	60450001	63750000	3300000	200000	57.00354390307836	96.0%	0.7652454909819639	-5.38512087851458
14	45350001	45650000	14	45350001	49800000	4450000	300000	37.765120759683924	96.0%	0.774	-3.8564421195409717
14	59650001	59900000	14	59650001	63400000	3750000	250000	50.21265424617023	96.0%	0.719	-1.877322912755421
14	67800001	68000000	14	67800001	69850000	2050000	200000	86.5097850313613	96.0%	0.6843687374749499	-1.6683937027649727
14	65150001	65350000	14	65150001	67750000	2600000	200000	70.22476186572554	96.0%	0.6176162324649299	-0.9953684979599723
14	58650001	58850000	14	55350001	58850000	3500000	200000	48.838607375471	96.0%	0.8494999999999999	-3.202949072359045
14	56900001	57050000	14	56900001	60750000	3850000	150000	44.02777010309594	96.0%	0.8206412825651302	-2.9982973618339805
14	60750001	61050000	14	60750001	64950000	4200000	300000	46.70920170422366	96.0%	0.7474949899799599	-3.1280457435815485
14	68000001	68200000	14	65350001	68200000	2850000	200000	67.60060984204046	96.0%	0.726	-1.0809628051146425
14	73500001	73700000	14	69300001	73700000	4400000	200000	39.35554019404285	96.0%	0.8305	-1.9032326744492438
14	78450001	78700000	14	78450001	80900000	2450000	250000	74.48303046986402	96.0%	0.6102204408817635	-1.7126778256738673
14	72800001	73000000	14	69650001	73000000	3350000	200000	51.9612266477074	96.0%	0.74	-2.668106379223288
14	82050001	82300000	14	78450001	82300000	3850000	250000	36.60161859733137	96.0%	0.8156312625250501	-3.845585214584659
14	81700001	82000000	14	81700001	88750000	7050000	300000	23.66192654243565	96.0%	0.899	-5.424573385623695
14	94100001	94300000	14	88150001	94300000	6150000	200000	31.191575254410477	96.0%	0.729	-2.8412338510349047
14	94350001	94600000	14	88150001	94600000	6450000	250000	32.02972468169147	96.0%	0.631	-2.5441857353244943
14	82050001	82300000	14	82050001	88150000	6100000	250000	33.12074962788445	96.0%	0.807807615230461	-6.124622698651652
14	93800001	94050000	14	90400001	94050000	3650000	250000	52.27429881738824	96.0%	0.845	-3.1430647513620915
14	94150001	94350000	14	94150001	99700000	5550000	200000	37.09952016252486	96.0%	0.5410821643286573	-1.3156189392856865
14	94400001	94650000	14	94400001	99600000	5200000	250000	37.44223155819672	96.0%	0.8068046092184369	-2.6011951583893627
14	99300001	99600000	14	99300001	107200000	7900000	300000	19.96077710335364	96.0%	0.6371372745490982	-0.8214169592729204
14	99650001	99800000	14	99650001	107200000	7550000	150000	17.013730599520546	96.0%	0.7104208416833667	-2.005178559552418
14	101800001	102000000	14	101800001	105000000	3200000	200000	57.69835517896489	96.0%	0.5925901803607214	-0.9356552323653186
14	20800001	21050000	14	19050001	21050000	2000000	250000	131.00892322607234	97.0%	0.922	-5.8748767259305055
14	32700001	32900000	14	32700001	34900000	2200000	200000	79.39014991370003	97.0%	0.4624248496993988	-1.293206248461175
14	33050001	33200000	14	31150001	33200000	2050000	150000	62.52858010819917	97.0%	0.982	-5.115451982120721
14	35000001	35150000	14	31250001	35150000	3900000	150000	40.605673700601564	97.0%	0.9595	-4.4821538843029005
14	25900001	26100000	14	25900001	29000000	3100000	200000	64.29569370917812	97.0%	0.7342294589178356	-2.639640957365355
14	26150001	26300000	14	26150001	28650000	2500000	150000	74.29584236449232	97.0%	0.9198396793587174	-4.692374649854335
14	47300001	47450000	14	47300001	49850000	2550000	150000	63.76992376506842	97.0%	0.76	-3.854355336005092
14	47800001	47950000	14	47800001	49750000	1950000	150000	69.92067199636838	97.0%	0.8527054108216433	-2.233883228643205
14	55000001	55350000	14	53150001	55350000	2200000	350000	99.84588849522413	97.0%	0.843	-2.9939888629442417
14	57600001	57800000	14	55700001	57800000	2100000	200000	89.52718271349076	97.0%	0.655310621242485	-4.943718375585375
14	65100001	65350000	14	63850001	65350000	1500000	250000	121.70899880178956	97.0%	0.9339378757515031	-2.488257491347655
14	66150001	66500000	14	66150001	67700000	1550000	350000	107.65919701865656	97.0%	0.8867735470941884	-1.8416601795817875
14	69950001	70200000	14	69950001	73450000	3500000	250000	57.6376886101739	97.0%	0.755255511022044	-1.9618483066119057
14	88200001	88400000	14	82100001	88400000	6300000	200000	31.233970582230846	97.0%	0.812	-5.935291909444374
14	92900001	93200000	14	92900001	94500000	1600000	300000	111.13348842198877	97.0%	0.8677354709418839	-2.2086514614747865
14	81000001	81200000	14	79650001	81200000	1550000	200000	101.60979842363726	97.0%	0.7725450901803608	-3.3348617091122983
14	81250001	81600000	14	79350001	81600000	2250000	350000	85.13678544294903	97.0%	0.2685370741482966	-2.519128645365451
14	83050001	83200000	14	83050001	87500000	4450000	150000	43.212533155302054	97.0%	0.7735470941883767	-7.485790902073781
14	99900001	100100000	14	95550001	100100000	4550000	200000	37.56022226424086	97.0%	0.96	-5.883837736410304
14	39950001	40300000	14	39950001	42700000	2750000	350000	65.17562402944625	98.0%	0.685	-0.47392192097338304
14	42100001	42250000	14	40050001	42250000	2200000	150000	65.76452188404319	98.0%	0.7429859719438878	-3.1419112291840605
14	57900001	58100000	14	55700001	58100000	2400000	200000	63.781912029850986	98.0%	0.944	-3.605177107695828
14	71300001	71500000	14	71300001	72900000	1600000	200000	100.07885421731962	98.0%	0.9498997995991983	-3.814026297160115
14	69350001	69650000	14	68200001	69650000	1450000	300000	149.7427189592863	98.0%	0.994	-11.02343062169407
14	86600001	86800000	14	83000001	86800000	3800000	200000	42.2372624858781	98.0%	0.877	-5.25640616377691
14	89000001	89300000	14	89000001	90550000	1550000	300000	110.69140511052139	98.0%	0.8496993987975952	-2.0609368848415475
14	96500001	96850000	14	94850001	96850000	2000000	350000	96.70403382288752	98.0%	0.98	-4.575249505514831
14	86200001	86500000	14	86200001	88300000	2100000	300000	68.12486087233088	98.0%	0.7214428857715431	-1.0242664982735112
14	97050001	97300000	14	97050001	99750000	2700000	250000	68.40934096118066	98.0%	0.5541082164328657	-1.3006166687204017
14	24900001	25100000	14	23350001	25100000	1750000	200000	96.49246753207565	99.0%	0.745	-2.5414374703573976
14	33900001	34100000	14	33050001	34100000	1050000	200000	155.57769600439175	99.0%	0.971	-4.666586906939905
14	34150001	34400000	14	33100001	34400000	1300000	250000	144.2845275627733	99.0%	0.10109318637274549	-2.3147630896811604
14	56950001	57100000	14	55800001	57100000	1300000	150000	103.69736586617232	99.0%	0.997997995991984	-13.634550564341035
14	85950001	86200000	14	83850001	86200000	2350000	250000	82.88404167860011	99.0%	0.785	-5.366907329324697
14	79300001	79550000	14	79300001	81600000	2300000	250000	86.48414581601206	99.0%	0.6497995991983968	2.5667140488866744
