chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
7	22550001	22600000	7	22550001	23300000	750000	50000	10.45041216857158	95.0%	0.013	3.8767623514511826
7	129630001	129680000	7	128970001	129680000	710000	50000	11.703874216058042	98.0%	0.07	2.601822137083139
7	108090001	108150000	7	107610001	108150000	540000	60000	14.265198773555538	95.0%	0.06753553553553554	2.5902092827155587
7	81050001	81100000	7	80300001	81100000	800000	50000	8.382321404669785	95.0%	0.04552252252252252	2.5406921716178847
7	55290001	55330000	7	54820001	55330000	510000	40000	13.713463286535967	97.0%	0.085	1.89239546319982
7	112010001	112070000	7	111440001	112070000	630000	60000	11.99662542802991	96.0%	0.04	1.7299139506123717
7	16080001	16140000	7	15200001	16140000	940000	60000	7.651511163867816	95.0%	0.07500000000000001	1.65165191158234
7	139670001	139710000	7	139140001	139710000	570000	40000	14.713311957297869	98.0%	0.057057057057057055	1.5818866791088573
7	105800001	105840000	7	105800001	106410000	610000	40000	11.641352585520847	97.0%	0.057057057057057055	1.2815886545470312
7	116420001	116460000	7	115780001	116460000	680000	40000	11.3051007793759	96.0%	0.06856856856856856	0.38224259437905345
7	23060001	23120000	7	22770001	23120000	350000	60000	17.188028359839915	97.0%	0.07107107107107107	0.36316694025345275
7	142240001	142280000	7	141290001	142280000	990000	40000	6.800934846829856	95.0%	0.052	0.09738371679709007
7	156740001	156790000	7	156740001	157210000	470000	50000	13.621054220486673	95.0%	0.087	-0.4458717744036413
7	139290001	139340000	7	139290001	139720000	430000	50000	16.814215019132014	96.0%	0.09	-2.5656474413877928
7	65050001	65090000	7	64340001	65090000	750000	40000	7.838234685826181	98.0%	0.024024024024024024	-3.3272126843111196
7	142100001	142140000	7	142100001	142900000	800000	40000	9.7325387785263	95.0%	0.047547547547547545	-5.231798814389624
7	65050001	65090000	7	65050001	66410000	1360000	40000	5.0627057561966184	95.0%	0.05903003003003003	-5.783364837235952
7	75040001	75110000	7	75040001	75840000	800000	70000	11.573584761226245	95.0%	0.03853853853853854	
