chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
15	35790001	35830000	15	35790001	37430000	1640000	40000	15.24064181071866	97.0%	0.02435151555914268	14.375154228474296
15	56760001	56800000	15	56760001	57700000	940000	40000	25.881023575976567	98.0%	0.026483050847457626	12.316494137420081
15	99590001	99630000	15	98960001	99630000	670000	40000	38.21328190663757	99.0%	0.01164021164021164	9.100906249797854
15	38980001	39020000	15	38980001	40060000	1080000	40000	24.978570102802248	96.0%	0.04396186440677966	8.559355420096765
15	38150001	38200000	15	36690001	38200000	1510000	50000	15.91668564623551	96.0%	0.06031746031746032	8.30768046677712
15	68140001	68180000	15	68140001	68510000	370000	40000	64.06221282973267	99.0%	0.07203389830508475	7.1740305429190645
15	68100001	68140000	15	67200001	68140000	940000	40000	28.42285264829084	95.0%	0.03282160792754013	6.283000172229624
15	38260001	38310000	15	38260001	38980000	720000	50000	35.235888536806556	98.0%	0.074641287776881	5.467048615642338
15	64340001	64380000	15	63520001	64380000	860000	40000	33.19734955099047	97.0%	0.029116222760290557	5.253630123063457
15	34860001	34900000	15	34330001	34900000	570000	40000	42.17969229546016	95.0%	0.013771186440677966	4.944791545265913
15	44130001	44200000	15	44130001	44820000	690000	70000	40.70687068648653	97.0%	0.0836864406779661	4.909876542012331
15	101780001	101820000	15	101410001	101820000	410000	40000	60.86294974498776	96.0%	0.020105820105820106	4.3756631589561215
15	72420001	72470000	15	71730001	72470000	740000	50000	35.07868156070233	96.0%	0.0534739036857681	4.283044696843176
15	69320001	69370000	15	69320001	69760000	440000	50000	53.27017712281405	98.0%	0.031234306340238546	4.087122087391711
15	67200001	67270000	15	67200001	67880000	680000	70000	38.36169407493007	98.0%	0.0625	3.967060121390544
15	91820001	91870000	15	91820001	92630000	810000	50000	28.993387511843814	96.0%	0.09110169491525423	3.5342896658527354
15	81230001	81280000	15	80690001	81280000	590000	50000	40.08172882212084	96.0%	0.039153439153439155	3.5167979159832687
15	59230001	59290000	15	59230001	59920000	690000	60000	33.09447729385625	95.0%	0.059322033898305086	3.4236935172497405
15	39840001	39880000	15	39030001	39880000	850000	40000	34.60051948995939	97.0%	0.0380952380952381	3.2193799880803886
15	68830001	68870000	15	68830001	69210000	380000	40000	57.11024711968395	98.0%	0.02433862433862434	2.7608267466144243
15	59760001	59810000	15	59230001	59810000	580000	50000	39.77939744510934	96.0%	0.04446798493408663	2.6981463874769194
15	50580001	50620000	15	49380001	50620000	1240000	40000	19.724147506104636	96.0%	0.07834891489552506	2.6093658350286875
15	93320001	93370000	15	93320001	93630000	310000	50000	64.55321501508945	99.0%	0.010582010582010581	2.572806425087352
15	80710001	80770000	15	80710001	81250000	540000	60000	43.169078902983614	99.0%	0.04555084745762712	2.3575046907940953
15	33240001	33290000	15	32920001	33290000	370000	50000	70.59513589110637	99.0%	0.028601694915254237	2.1556208017259944
15	92590001	92630000	15	91980001	92630000	650000	40000	31.068672100193808	97.0%	0.07097457627118645	2.02510951825574
15	41180001	41230000	15	41180001	41610000	430000	50000	59.647305123778764	98.0%	0.025423728813559324	1.950581713551605
15	37390001	37430000	15	36320001	37430000	1110000	40000	20.65263140566243	96.0%	0.06349206349206349	1.8467761428156002
15	85440001	85490000	15	85110001	85490000	380000	50000	60.75356302495163	98.0%	0.05664570442112815	1.8249625106032297
15	51170001	51210000	15	50710001	51210000	500000	40000	46.12469193043044	98.0%	0.08046419603622994	1.801175286789062
15	57790001	57830000	15	57050001	57830000	780000	40000	29.162578512833225	96.0%	0.07309322033898305	1.524912004607661
15	99040001	99090000	15	99040001	99550000	510000	50000	41.28786574100238	95.0%	0.06243386243386243	1.4923950008528688
15	79450001	79500000	15	78890001	79500000	610000	50000	36.962138393826	96.0%	0.09312169312169312	1.3109339265827094
15	49130001	49170000	15	49130001	49530000	400000	40000	47.76782185740609	98.0%	0.049206349206349205	1.28726557892132
15	89170001	89210000	15	89170001	89780000	610000	40000	34.988267212975465	95.0%	0.05190677966101695	1.1966059061347398
15	85810001	85880000	15	85810001	86370000	560000	70000	45.66958645177236	97.0%	0.027012711864406777	0.9356096861629346
15	89420001	89460000	15	89420001	89730000	310000	40000	63.93646712613709	98.0%	0.020127118644067795	0.6360435407335466
15	65890001	65940000	15	65890001	66510000	620000	50000	39.22666931210602	95.0%	0.07195767195767196	0.5093155255721663
15	101380001	101430000	15	101190001	101430000	240000	50000	83.02691710989208	99.0%	0.06243386243386243	0.2390233034583022
15	98410001	98460000	15	98410001	98850000	440000	50000	39.58954888900093	97.0%	0.09894179894179894	-0.09571700634245774
15	90250001	90320000	15	90250001	90770000	520000	70000	47.96493294243903	96.0%	0.09417989417989418	-1.1438852760088887
15	75600001	75640000	15	74510001	75640000	1130000	40000	21.569427387552842	96.0%	0.0625	-8.883840486036261
15	21890001	21940000	15	21890001	23920000	2030000	50000	13.758344355918911	96.0%	0.047619047619047616	
15	30910001	30960000	15	30910001	31790000	880000	50000	30.08077458692794	96.0%	0.05879237288135593	
