chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
16	86580001	86620000	16	86580001	87340000	760000	40000	34.86774725698396	98.0%	0.00847457627118644	21.595091925928408
16	53560001	53620000	16	53560001	55480000	1920000	60000	12.644345520411987	97.0%	0.029661016949152543	12.51565579533517
16	11030001	11070000	16	11030001	12030000	1000000	40000	25.46600055246495	98.0%	0.00847457627118644	11.90266016541459
16	48170001	48210000	16	46970001	48210000	1240000	40000	20.50960336731964	96.0%	0.05823132454488387	6.984116577326831
16	86540001	86580000	16	85680001	86580000	900000	40000	29.483919616896497	95.0%	0.04338624338624339	5.724956295834394
16	19850001	19900000	16	19550001	19900000	350000	50000	63.56949343163633	98.0%	0.015889830508474576	5.390829319143442
16	87420001	87460000	16	87420001	87800000	380000	40000	65.13714784488847	99.0%	0.020634920634920634	5.047194547971697
16	85620001	85660000	16	85280001	85660000	380000	40000	66.94531782478887	99.0%	0.04555084745762712	4.872998929379419
16	14020001	14050000	16	14020001	14960000	940000	30000	28.610788002938165	96.0%	0.026999260156039817	4.823735609310085
16	72510001	72560000	16	72510001	73580000	1070000	50000	20.03238835100553	95.0%	0.05508474576271186	4.6937659763752935
16	30000001	30060000	16	29640001	30060000	420000	60000	59.29389213628833	97.0%	0.038624338624338624	4.40917872415709
16	69120001	69170000	16	68540001	69170000	630000	50000	40.62458214955405	95.0%	0.026455026455026454	4.107402868864595
16	11470001	11510000	16	11470001	11920000	450000	40000	47.936736473228514	98.0%	0.02328042328042328	3.821393794632664
16	86080001	86120000	16	86080001	86530000	450000	40000	50.45619824827896	98.0%	0.057203389830508475	3.8094907045432973
16	87280001	87330000	16	86810001	87330000	520000	50000	44.82071753576476	98.0%	0.06828423459779392	3.2980983562186714
16	31440001	31480000	16	30960001	31480000	520000	40000	37.74590337073302	99.0%	0.04078389830508475	2.4828011117431426
16	66970001	67030000	16	66970001	67510000	540000	60000	48.260382290263806	95.0%	0.059788359788359786	2.1679488429450555
16	88450001	88490000	16	87980001	88490000	510000	40000	55.77688502022985	98.0%	0.005296610169491525	2.1192025384474853
16	88580001	88630000	16	87810001	88630000	820000	50000	35.77446221030509	95.0%	0.08306878306878307	2.023611329944756
16	57570001	57630000	16	57570001	58090000	520000	60000	43.88602813066472	96.0%	0.06034772666128598	1.827920735788273
16	31850001	31890000	16	30960001	31890000	930000	40000	21.055397024428878	96.0%	0.07521186440677965	1.8248749136416182
16	75130001	75190000	16	74740001	75190000	450000	60000	47.18224256589855	97.0%	0.045550847457627115	1.5487047977600374
16	87900001	87970000	16	87410001	87970000	560000	70000	43.83173167517998	95.0%	0.046610169491525424	1.385705407260457
16	66410001	66450000	16	66410001	66890000	480000	40000	43.508081289036944	97.0%	0.06726694915254236	1.1716355115871182
16	21540001	21580000	16	20750001	21580000	830000	40000	22.48336037886184	95.0%	0.07838983050847458	1.020475131125294
16	82230001	82270000	16	81910001	82270000	360000	40000	52.53913553090831	98.0%	0.06457828894269572	0.9664066286222307
16	85120001	85160000	16	85120001	85530000	410000	40000	54.22606387414584	99.0%	0.048728813559322036	0.9574693577472638
16	73200001	73270000	16	72870001	73270000	400000	70000	43.617629491936825	95.0%	0.06991525423728813	0.8951347152691662
16	68540001	68590000	16	68540001	69360000	820000	50000	27.928389537328705	95.0%	0.0847457627118644	0.8387386503692884
16	86000001	86060000	16	85690001	86060000	370000	60000	62.426124966300655	96.0%	0.07733050847457627	0.8019128452524292
16	8720001	8760000	16	8720001	9170000	450000	40000	38.28103755583525	96.0%	0.0656084656084656	0.31065841145922773
16	19360001	19400000	16	18940001	19400000	460000	40000	42.82854618015238	97.0%	0.08633474576271186	-0.004328955142163806
16	55460001	55500000	16	55460001	55880000	420000	40000	37.99401758672642	98.0%	0.06349206349206349	-0.44857004404635337
16	20840001	20880000	16	20840001	21180000	340000	40000	59.24703284368667	99.0%	0.042328042328042326	-0.8126530086238736
16	75190001	75260000	16	75190001	75660000	470000	70000	45.62457922598374	96.0%	0.03492063492063492	-1.6802696348099222
16	14940001	15000000	16	14940001	15160000	220000	60000	119.28912889134239	96.0%	0.02433862433862434	-4.430321216665554
16	28960001	29020000	16	28960001	29890000	930000	60000	33.14513611491721	98.0%	0.04656084656084656	-6.085625366690122
16	28260001	28330000	16	28260001	28640000	380000	70000	77.27022078985397	98.0%	0.023280423280423283	-6.472519765600204
16	29420001	29450000	16	29110001	29450000	340000	30000	81.43008523513923	97.0%	0.01799782530714734	
