chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
19	38380001	38430000	19	38380001	38730000	350000	50000	20.16245800289331	99.0%	0.019	2.2170186057783017
19	13970001	14020000	19	13970001	14530000	560000	50000	14.049533556164993	97.0%	0.04552152152152152	1.711966754809828
19	15640001	15680000	19	15190001	15680000	490000	40000	14.391059424114891	97.0%	0.044044044044044044	1.6871152111813221
19	49060001	49130000	19	48790001	49130000	340000	70000	25.55294689557896	96.0%	0.0535	1.635926582045195
19	16230001	16300000	19	15690001	16300000	610000	70000	12.543002452478818	96.0%	0.062062062062062065	1.4671022742045876
19	45050001	45090000	19	45050001	45340000	290000	40000	23.218723626913064	98.0%	0.065	0.24323006579457243
19	52100001	52170000	19	51650001	52170000	520000	70000	14.884311961947088	97.0%	0.04704704704704705	0.15914686657342705
19	2590001	2630000	19	2180001	2630000	450000	40000	19.888306930355345	97.0%	0.07907907907907907	-0.12736187733496723
19	48170001	48210000	19	47790001	48210000	420000	40000	21.89829288504648	96.0%	0.07504054054054055	-0.3153601100172239
19	6020001	6060000	19	6020001	6380000	360000	40000	20.028407876848924	97.0%	0.057	-0.591780134978402
