chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
22	17330001	17370000	22	17330001	18080000	750000	40000	11.586207040210274	95.0%	0.98	-3.8321383818243913
22	18090001	18120000	22	17600001	18120000	520000	30000	13.310903416162567	95.0%	0.908	-3.440672368237287
22	19600001	19640000	22	19200001	19640000	440000	40000	19.404298662943493	95.0%	0.35450000000000004	-2.613336898347
22	17030001	17060000	22	17030001	17280000	250000	30000	45.15310491862365	95.0%	0.785	-9.422009642884271
22	17480001	17520000	22	17480001	17990000	510000	40000	13.294266671245472	95.0%	0.979	-5.255395539824441
22	20100001	20130000	22	20100001	20830000	730000	30000	17.308967192995457	95.0%	0.699	-0.0
22	18010001	18040000	22	17560001	18040000	480000	30000	15.261664564237826	95.0%	0.976	-8.318832863252208
22	18590001	18640000	22	18000001	18640000	640000	50000	13.243557120488152	95.0%	0.981	-10.862931529165479
22	21060001	21130000	22	20720001	21130000	410000	70000	19.94216564185779	95.0%	0.977	-6.17791181926526
22	19940001	19970000	22	19410001	19970000	560000	30000	13.07164377164436	95.0%	0.977	-7.589061390319347
22	22230001	22300000	22	22230001	22510000	280000	70000	22.081128726010373	95.0%	0.9415	-2.0990161920210797
22	22310001	22340000	22	22310001	22720000	410000	30000	15.986755967226166	95.0%	0.969	-4.489528853074597
22	23230001	23300000	22	22950001	23300000	350000	70000	21.138936716849653	95.0%	0.921	-1.5559552836595183
22	22900001	22950000	22	22900001	23100000	200000	50000	31.510356421909535	95.0%	0.28049999999999997	-2.965508126827289
22	21760001	21850000	22	21760001	22310000	550000	90000	19.147784593893622	95.0%	0.107	
22	22600001	22650000	22	22600001	22940000	340000	50000	16.851936134713817	95.0%	0.949	-5.148330415804069
22	26300001	26360000	22	26300001	26630000	330000	60000	22.02386279606712	95.0%	0.893	-2.618419287518436
22	24580001	24650000	22	24580001	24930000	350000	70000	21.44640644466654	95.0%	0.975	-3.124550829428254
22	23760001	23830000	22	23400001	23830000	430000	70000	15.915839541470968	95.0%	0.982	-5.499030718937394
22	24940001	24990000	22	24940001	25320000	380000	50000	16.958107728088187	95.0%	0.978	-3.691367521142618
22	25020001	25060000	22	24130001	25060000	930000	40000	6.414048910248129	95.0%	0.916	-3.36311989114798
