chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
3	187450001	187490000	3	187450001	188650000	1200000	40000	7.143519069938076	96.0%	0.00950950950950951	7.653777117667079
3	99540001	99580000	3	99540001	100170000	630000	40000	13.634460846118834	99.0%	0.013013013013013013	4.910561005622486
3	128280001	128330000	3	127790001	128330000	540000	50000	17.432514593387772	97.0%	0.016	4.677884153318706
3	193480001	193520000	3	193480001	194050000	570000	40000	15.611261417351075	99.0%	0.053	4.45108989260668
3	194950001	194990000	3	194330001	194990000	660000	40000	14.980749098191769	95.0%	0.014014014014014014	2.9025279157046713
3	99460001	99510000	3	98620001	99510000	890000	50000	9.491495282346087	97.0%	0.05105105105105105	2.642895980972754
3	152730001	152770000	3	152730001	153780000	1050000	40000	8.221283663125702	97.0%	0.047	2.6391077011032893
3	169350001	169390000	3	168850001	169390000	540000	40000	14.67639743915849	99.0%	0.036020520520520516	2.6113594140508467
3	66840001	66890000	3	66290001	66890000	600000	50000	11.92211188942692	95.0%	0.0655	2.5976404170038845
3	70560001	70610000	3	70560001	71720000	1160000	50000	6.8480915613935	95.0%	0.052025025025025026	2.109132992219444
3	189670001	189720000	3	189670001	190220000	550000	50000	12.001278611832678	98.0%	0.03903903903903904	1.9374396134173015
3	178140001	178210000	3	178140001	178710000	570000	70000	11.370067973511594	95.0%	0.057057057057057055	1.7363251828418087
3	25610001	25660000	3	24740001	25660000	920000	50000	8.174676237617575	95.0%	0.0645	1.5600340152229684
3	111380001	111450000	3	111380001	111810000	430000	70000	14.641726496757773	98.0%	0.04504504504504504	1.4996426393537698
3	49450001	49510000	3	49100001	49510000	410000	60000	21.316283956709064	98.0%	0.03903903903903904	1.3445637808269337
3	122370001	122410000	3	122100001	122410000	310000	40000	18.547538709112363	99.0%	0.03303303303303303	1.2952263067675076
3	136690001	136750000	3	136000001	136750000	750000	60000	10.169775273441386	96.0%	0.071	1.2414824059457144
3	183090001	183150000	3	182600001	183150000	550000	60000	13.340511090865961	96.0%	0.04	1.2364807010725307
3	45060001	45100000	3	45060001	45560000	500000	40000	14.418037883752495	98.0%	0.060060060060060066	1.2053996798647726
3	138620001	138660000	3	138140001	138660000	520000	40000	12.669371286430827	97.0%	0.07404654654654655	1.0729802124996208
3	161110001	161160000	3	160290001	161160000	870000	50000	7.93965186414664	97.0%	0.082	1.0712900518347166
3	43510001	43570000	3	43180001	43570000	390000	60000	17.412166070447274	97.0%	0.077	1.0702501260249873
3	133060001	133100000	3	132760001	133100000	340000	40000	17.266781507001934	99.0%	0.062027527527527535	1.0025296441123082
3	8120001	8160000	3	7100001	8160000	1060000	40000	7.045647073055345	95.0%	0.09305005005005004	0.9947349169914717
3	16560001	16610000	3	15860001	16610000	750000	50000	9.539874055453852	96.0%	0.08108108108108109	0.9846449342426976
3	69690001	69730000	3	69210001	69730000	520000	40000	11.641370213678048	98.0%	0.07407407407407407	0.8675910772753596
3	27680001	27730000	3	27350001	27730000	380000	50000	17.247140380935107	99.0%	0.07657657657657657	0.8553474429244905
3	66300001	66370000	3	66300001	66790000	490000	70000	12.63365762925479	98.0%	0.0970970970970971	0.8089388274074782
3	193990001	194050000	3	193380001	194050000	670000	60000	13.579151028457828	98.0%	0.078	0.6093960718884502
3	69150001	69210000	3	69150001	69730000	580000	60000	12.995061453859861	99.0%	0.041499999999999995	0.6065429803142602
3	127340001	127410000	3	127340001	127760000	420000	70000	17.653219294517687	97.0%	0.030514014014014015	0.5506574600640864
3	151520001	151560000	3	150950001	151560000	610000	40000	10.555171288188559	97.0%	0.092	0.44884610015810306
3	124450001	124490000	3	124450001	125310000	860000	40000	9.793603267009452	95.0%	0.08453853853853854	0.2983173618464572
3	29780001	29820000	3	28960001	29820000	860000	40000	8.90524215345554	97.0%	0.0985	0.15619197367459095
3	16210001	16280000	3	15840001	16280000	440000	70000	16.84401559406404	99.0%	0.050050050050050046	-0.7011802588886813
3	14500001	14540000	3	14220001	14540000	320000	40000	20.331357398610308	99.0%	0.05455455455455455	-0.9539160174728281
3	195230001	195270000	3	194350001	195270000	920000	40000	10.15826206373697	96.0%	0.053527027027027024	-2.068580594017639
3	66120001	66160000	3	65270001	66160000	890000	40000	9.261574728947911	95.0%	0.039	-6.120024846318657
3	66270001	66310000	3	65270001	66310000	1040000	40000	5.420702676171055	96.0%	0.045545545545545546	
