chr	pos1	pos2	chr2	pos3	pos4	length	width	Mean	maxpixel	pvalue	Stripiness
21	40500001	40550000	21	39520001	40550000	1030000	50000	24.36838618054065	96.0%	0.03817603393425239	9.287783534827904
21	37190001	37230000	21	36130001	37230000	1100000	40000	21.420323712119878	95.0%	0.05514316012725344	9.180193520875536
21	45020001	45080000	21	44540001	45080000	540000	60000	55.388780703445256	97.0%	0.019618239660657476	7.029997032484632
21	35940001	36010000	21	35730001	36010000	280000	70000	75.55848772846946	99.0%	0.005302226935312832	6.186856793309724
21	43020001	43060000	21	43020001	43560000	540000	40000	39.20542188253098	95.0%	0.020127141230004433	5.054594662856179
21	43510001	43560000	21	43050001	43560000	510000	50000	43.41158639554599	95.0%	0.037037037037037035	4.439596296662024
21	31200001	31240000	21	30470001	31240000	770000	40000	23.690382804260917	95.0%	0.06878306878306878	3.3818858547864363
21	36240001	36290000	21	36240001	37320000	1080000	50000	22.715428356809383	97.0%	0.06415694591728527	3.2961905174640926
21	43540001	43600000	21	43540001	44250000	710000	60000	30.69097553038407	95.0%	0.09225874867444327	2.595156201415595
21	32560001	32620000	21	32560001	32970000	410000	60000	43.7443608318047	97.0%	0.061505832449628844	2.39720465739145
21	38280001	38330000	21	37800001	38330000	530000	50000	41.81109641553034	96.0%	0.02332979851537646	2.3557508931079703
21	34800001	34840000	21	34180001	34840000	660000	40000	33.589996954159055	95.0%	0.05932210046738148	1.9594437179468922
21	30090001	30150000	21	28120001	30150000	2030000	60000	12.14618493551581	95.0%	0.07953340402969247	1.8880308206930387
21	39060001	39130000	21	39060001	39510000	450000	70000	44.5098569008478	99.0%	0.04126984126984127	0.6325510776662749
21	38590001	38640000	21	38590001	38960000	370000	50000	55.98403411275073	98.0%	0.05925925925925926	0.059339484448477905
21	47350001	47390000	21	47350001	47890000	540000	40000	39.411423280866885	96.0%	0.040740740740740744	-3.758786479163973
21	44560001	44620000	21	44560001	44980000	420000	60000	59.51185018490369	98.0%	0.007936507936507936	-4.892808290233834
21	15200001	15230000	21	15200001	15690000	490000	30000	38.635432298810024	95.0%	0.08042328042328042	
21	10700001	10770000	21	10700001	11150000	450000	70000	63.165311882850744	96.0%	0.04338624338624339	
